country,year,IL_PHIN3,govstab,discinco,corrup,rep_dr2,subexp
Lithuania,1998,16.05912382,2.423102921,1.500936051,3.451940008,,1.923697458
Lithuania,1999,16.05912253,2.354865357,1.289959099,3.451940008,2.535139763,2.384902009
Lithuania,2000,16.05828785,2.360961862,1.012694333,3.451940008,2.535139763,2.074186461
Lithuania,2001,16.05848621,2.367058366,3.525165928,3.451940008,2.471175606,2.074186461
Lithuania,2002,16.0592623,2.280923928,3.525165928,3.451940008,2.151354822,1.837581042
Lithuania,2003,16.0585692,2.22015321,3.525165928,3.451940008,2.151354822,1.837581042
Lithuania,2004,16.05882448,2.222780744,1.592304117,3.451940008,2.151354822,2.864293286
Lithuania,2005,16.05818323,2.435133835,1.592304117,3.451940008,2.151354822,2.466172965
Lithuania,2006,16.0593868,2.482285892,2.537590459,3.451940008,1.927480274,2.466172965
Lithuania,2007,16.05950066,2.411033755,2.537590459,3.451940008,1.767569882,2.864293286
Lithuania,2008,12.491759,2.478260755,4.022685055,3.451940008,1.767569882,2.477024633
Lithuania,2009,11.96940632,2.443994068,4.022685055,3.451940008,1.767569882,2.59912783
Lithuania,2010,16.06010807,2.557068421,4.022685055,3.451940008,1.767569882,2.287034525
Lithuania,2011,16.06019971,2.52926867,4.022685055,3.451940008,1.767569882,2.287034525
Lithuania,2012,16.06001644,2.52926867,4.030147842,3.451940008,2.023426509,2.530203215
Lithuania,2013,16.06001644,2.52926867,4.030147842,3.451940008,2.151354822,2.769841081
Lithuania,2014,16.06063496,2.287475646,4.030147842,3.451940008,2.215318979,2.769841081
Lithuania,2015,16.06039214,2.267322558,4.030147842,3.451940008,2.918924704,2.737278903
Lithuania,2016,15.99303265,2.280569918,4.030147842,3.451940008,2.918924704,2.642713301
Lithuania,2017,19.51629825,,4.030147842,3.451940008,2.854960547,2.801249552
Luxembourg,1990,16.06174831,2.10955675,4.030147842,1,4.837849408,1.828194247
Luxembourg,1991,16.06222022,2.057625303,4.030147842,1,4.837849408,2.080749731
Luxembourg,1992,16.06226145,2.066071883,4.030147842,1,4.837849408,2.080749731
Luxembourg,1993,16.06303575,2.072861905,4.030147842,1,4.837849408,2.080749731
Luxembourg,1994,16.0626234,2.031299121,4.030147842,1,4.837849408,2.684168331
Luxembourg,1995,16.06279751,2.031244689,3.685534832,1,4.837849408,1.980792301
Luxembourg,1996,16.06273794,2.070262681,3.685534832,1,4.837849408,2.833847335
Luxembourg,1997,16.06287997,1.957587988,3.685534832,1,4.19820784,2.684168331
Luxembourg,1998,16.06271045,,3.685534832,1,4.070279527,2.709010013
Luxembourg,1999,16.06280438,1.874671237,4.016203963,1,4.070279527,2.685244247
Luxembourg,2000,16.06250886,1.849407269,4.016203963,1,4.070279527,2.685244247
Luxembourg,2001,16.06250935,1.912017456,4.016203963,1,4.070279527,2.685244247
Luxembourg,2002,16.06272122,1.873747899,4.016203963,1,4.070279527,2.386962155
Luxembourg,2003,16.06274558,1.851340476,4.016203963,1,4.070279527,2.386962155
Luxembourg,2004,16.06291663,1.797677984,4.026148554,1,4.070279527,2.684168331
Luxembourg,2005,16.06254093,1.786577054,4.026148554,1,4.070279527,2.33796575
Luxembourg,2006,16.06225372,1.747616961,4.026148554,1,4.070279527,2.33796575
Luxembourg,2007,16.06245683,1.814266439,4.026148554,1,4.070279527,2.684168331
Luxembourg,2008,12.491759,1.784374624,4.026148554,3.451940008,4.070279527,2.33796575
Luxembourg,2009,12.491759,1.788360981,4.027867546,3.451940008,4.070279527,2.32756264
Luxembourg,2010,16.06221563,1.746204863,4.027867546,3.451940008,4.070279527,2.684168331
Luxembourg,2011,16.06276543,1.775581585,4.027867546,3.451940008,4.070279527,3.003520275
Luxembourg,2012,12.491759,1.775581585,4.027867546,3.451940008,4.070279527,2.854917187
Luxembourg,2013,16.06304033,1.775581585,4.030147842,3.451940008,4.070279527,3.140679942
Luxembourg,2014,16.06280209,1.69125006,4.030147842,3.451940008,4.070279527,3.140679942
Luxembourg,2015,12.491759,1.653619963,4.030147842,3.451940008,4.070279527,3.141720253
Luxembourg,2016,16.06084114,1.704963638,4.030147842,3.451940008,4.070279527,2.909384126
Luxembourg,2017,16.06221563,,4.030147842,3.451940008,4.070279527,3.431686895
Malta,1990,16.06262289,,4.021848293,1,2.535139763,1.144099964
Malta,1991,16.06275352,,4.021848293,1,3.174781331,1.144099964
Malta,1992,16.06238207,,4.025886305,1,3.302709645,1.018012496
Malta,1993,16.06226559,,4.025886305,1,3.302709645,1.027018743
Malta,1994,16.06276444,,4.025886305,1,3.302709645,1.018012496
Malta,1995,16.06277002,,4.025886305,1,3.302709645,1.078360316
Malta,1996,16.06255926,,4.030147842,1,3.302709645,1.202640575
Malta,1997,16.06288456,,4.030147842,1,3.302709645,1.405281149
Malta,1998,16.06229123,,4.030147842,1,3.302709645,1.355746787
Malta,1999,16.06212171,,4.030147842,1,3.302709645,1.539535066
Malta,2000,16.06267227,,4.030147842,1,3.302709645,1.539535066
Malta,2001,16.06243248,,4.030147842,1,2.918924704,1.539535066
Malta,2002,16.06243769,1.042703138,4.030147842,1,2.535139763,1.711493573
Malta,2003,16.06313197,1.029262079,1.089421111,1,2.535139763,1.711493573
Malta,2004,16.06233277,1.035461851,3.333553043,1,2.535139763,1.711493573
Malta,2005,16.06267672,1.027269768,3.333553043,1,2.918924704,1.889773108
Malta,2006,16.06313197,1.031500619,3.333553043,1,2.918924704,1.889773108
Malta,2007,16.0626807,1.033390382,3.333553043,1,2.918924704,1.711493573
Malta,2008,12.491759,1.01509199,4.030147842,1,2.918924704,1.666462334
Malta,2009,12.491759,1.034506743,4.030147842,1,2.918924704,1.853386676
Malta,2010,16.0626738,1.035624669,4.030147842,1,2.918924704,1.666462334
Malta,2011,16.06281125,1.042591111,4.030147842,1,2.918924704,1.818709642
Malta,2012,16.0618491,1.042591111,4.030147842,1,2.918924704,1.964353184
Malta,2013,16.0623989,1.042591111,4.030147842,1,2.918924704,1.833000126
Malta,2014,16.06247221,1.031836999,4.030147842,1,2.918924704,1.833000126
Malta,2015,16.06269213,1.021619765,4.030147842,3.451940008,2.918924704,1.768569311
Malta,2016,12.491759,1,4.030147842,3.451940008,2.918924704,1.740827684
Malta,2017,12.491759,,4.030147842,3.451940008,2.918924704,1.954662263
Moldova,1990,,,,,,
Moldova,1991,19.62898252,3.201758134,,,,
Moldova,1992,16.06022093,3.156883574,,,,
Moldova,1993,16.05827762,3.27354932,,,,
Moldova,1994,16.05969701,3.174841509,2.904499082,,,1.315218672
Moldova,1995,16.05928818,3.022259892,2.904499082,,,1.330994505
Moldova,1996,16.05949364,3.62354656,2.904499082,,,1.157609336
Moldova,1997,16.05936233,2.878718075,1.572849242,3.451940008,,1.315218672
Moldova,1998,16.05963394,2.733439578,2.358288468,3.451940008,,1.342237415
Moldova,1999,16.05953212,2.404891125,2.038868181,3.451940008,1.767569882,1.68447483
Moldova,2000,16.05924339,2.537956874,2.038868181,3.451940008,1.767569882,1.68447483
Moldova,2001,16.05907606,2.985890146,4.007866092,3.451940008,1.703605725,2.134787218
Moldova,2002,16.05919888,3.028801475,4.007866092,3.451940008,1.383784941,2.134787218
Moldova,2003,16.05917244,2.981473559,4.007866092,3.451940008,1.383784941,2.134787218
Moldova,2004,16.05973735,2.636425548,4.007866092,3.451940008,1.383784941,2.134787218
Moldova,2005,16.06037761,2.657331131,3.019623428,3.451940008,1.383784941,2.308055472
Moldova,2006,16.06085896,2.704176897,3.019623428,3.451940008,1.383784941,2.308055472
Moldova,2007,16.06095824,2.507513888,3.019623428,3.451940008,1.383784941,2.846280791
Moldova,2008,12.491759,2.47920103,1.455019203,3.451940008,1.383784941,2.846280791
Moldova,2009,11.96940632,2.420690995,3.68840417,3.451940008,1.383784941,2.394650246
Moldova,2010,12.491759,2.509749213,3.68840417,3.451940008,1.703605725,2.576093358
Moldova,2011,16.05919174,2.513857072,2.455499803,3.451940008,1.767569882,2.666155836
Moldova,2012,16.06006226,2.513857072,2.455499803,3.451940008,1.767569882,2.666155836
Moldova,2013,16.06084114,2.513857072,1.95549308,3.451940008,1.767569882,2.796405919
Moldova,2014,16.06167042,2.485962893,1.95549308,3.451940008,1.767569882,2.706343442
Moldova,2015,12.491759,2.441892491,1.95549308,3.451940008,1.767569882,2.887161938
Moldova,2016,10.92470096,2.345247789,1.95549308,3.451940008,1.767569882,2.692970548
Moldova,2017,12.491759,,1.95549308,3.451940008,1.767569882,2.936343268
Montenegro,1990,,,,,,
Montenegro,1991,,,,,,
Montenegro,1992,,,,,,
Montenegro,1993,,,,,,
Montenegro,1994,,,,,,
Montenegro,1995,,,,,,
Montenegro,1996,,,,,,
Montenegro,1997,,,,,,
Montenegro,1998,,,,,,
Montenegro,1999,,,,,,
Montenegro,2000,,,,,,
Montenegro,2001,,,,,,
Montenegro,2002,,,,,,
Montenegro,2003,,,,,,
Montenegro,2004,,,,,,
Montenegro,2005,,,,,,
Montenegro,2006,16.06128873,,2.251516961,,,1.657456086
Montenegro,2007,16.06239411,,2.251516961,,,1.657456086
Montenegro,2008,16.06143872,,2.216335251,3.451940008,,1.657456086
Montenegro,2009,12.491759,,2.216335251,3.451940008,,1.649368344
Montenegro,2010,16.06198655,,3.395017613,3.451940008,,1.88261228
Montenegro,2011,16.06148257,,3.395017613,3.451940008,,1.990687254
Montenegro,2012,16.06189492,,4.007759481,3.451940008,,2.129688821
Montenegro,2013,16.0623989,,4.007759481,3.451940008,,2.240025365
Montenegro,2014,15.8004895,,4.007759481,3.451940008,,2.298565976
Montenegro,2015,15.53953307,,4.007759481,3.451940008,,2.299606287
Montenegro,2016,16.05030333,,4.007759481,3.451940008,,2.693234179
Montenegro,2017,16.05625948,,4.007759481,3.451940008,,2.999387003
Netherlands,1990,16.06272649,2.581756289,4.030147842,3.451940008,4.837849408,2.642713301
Netherlands,1991,16.06262569,2.699000427,4.030147842,3.451940008,4.837849408,2.801249552
Netherlands,1992,16.06245846,2.702802649,4.030147842,3.451940008,4.837849408,2.801249552
Netherlands,1993,16.0624493,2.67724169,4.030147842,3.451940008,4.837849408,2.801249552
Netherlands,1994,16.06253177,2.648546122,3.97545812,3.451940008,4.837849408,3.701874328
Netherlands,1995,16.062325,2.870262171,3.97545812,3.451940008,4.837849408,2.94044674
Netherlands,1996,16.06241072,2.793587546,3.97545812,3.451940008,4.837849408,3.165847461
Netherlands,1997,16.06242416,2.648241774,3.97545812,3.451940008,4.837849408,3.701874328
Netherlands,1998,16.06256291,2.88781726,1.140947657,3.451940008,4.837849408,3.526605529
Netherlands,1999,16.06247952,2.915069971,3.22800486,3.451940008,4.837849408,3.637572037
Netherlands,2000,16.06260464,2.972149335,3.22800486,3.451940008,4.837849408,3.637572037
Netherlands,2001,16.06256785,2.934160867,3.22800486,3.451940008,4.709921095,3.637572037
Netherlands,2002,16.06268518,2.95970976,2.622065061,3.451940008,4.070279527,4.125167973
Netherlands,2003,16.06252254,2.972496061,3.346469495,3.451940008,4.070279527,4.188211707
Netherlands,2004,16.06255648,2.953960538,3.346469495,3.451940008,4.070279527,4.188211707
Netherlands,2005,16.06257879,2.958176678,3.346469495,3.451940008,4.070279527,3.842479074
Netherlands,2006,16.06268748,2.8697734,3.346469495,3.451940008,4.070279527,3.842479074
Netherlands,2007,16.0627242,2.876073767,3.465275382,3.451940008,4.070279527,4.188211707
Netherlands,2008,12.491759,2.900318827,3.465275382,3.451940008,4.070279527,4.188211707
Netherlands,2009,12.491759,2.889633012,3.465275382,3.451940008,4.070279527,3.977113538
Netherlands,2010,16.06271962,2.869306424,2.365848475,3.451940008,4.070279527,3.641156656
Netherlands,2011,12.491759,2.841838171,2.365848475,3.451940008,4.070279527,3.467771487
Netherlands,2012,11.96940632,2.841838171,4.030147842,3.451940008,4.070279527,3.897864517
Netherlands,2013,12.491759,2.841838171,4.030147842,3.451940008,4.070279527,4.302545503
Netherlands,2014,15.54044482,2.697192918,4.030147842,3.451940008,4.070279527,4.302545503
Netherlands,2015,15.5404998,2.773308895,4.030147842,3.451940008,4.070279527,4.24054208
Netherlands,2016,15.23653539,2.763557262,4.030147842,3.451940008,4.070279527,3.921513368
Netherlands,2017,16.00265413,,4.030147842,3.451940008,4.070279527,4.125167973
New Zealand,1990,16.06207819,,4.030147842,,4.837849408,2.36894966
New Zealand,1991,16.06226145,,4.030147842,,4.837849408,2.36894966
New Zealand,1992,16.06207819,1.588656406,4.030147842,,4.837849408,2.36894966
New Zealand,1993,16.06216982,1.597108317,3.18402389,3.451940008,4.837849408,2.792243304
New Zealand,1994,16.06216982,1.593190048,3.18402389,3.451940008,4.837849408,2.792243304
New Zealand,1995,16.06264554,1.634976649,3.18402389,3.451940008,4.837849408,2.58966233
New Zealand,1996,15.80136634,1.671198065,1.455637424,3.451940008,4.454064467,2.571932571
New Zealand,1997,16.06240499,1.697914666,1.239233411,3.451940008,4.070279527,3.512743125
New Zealand,1998,16.06259153,1.698425931,1.873967093,3.451940008,4.070279527,2.544190944
New Zealand,1999,16.0626541,1.727965817,4.030147842,3.451940008,4.070279527,3.782161054
New Zealand,2000,16.06259753,,4.030147842,3.451940008,4.070279527,3.782161054
New Zealand,2001,16.06260066,,4.030147842,3.451940008,4.134243683,3.782161054
New Zealand,2002,16.06254019,1.707555116,4.030147842,3.451940008,4.454064467,3.512743125
New Zealand,2003,16.06239432,1.588859197,4.030147842,3.451940008,4.454064467,3.512743125
New Zealand,2004,16.06245846,1.636080681,4.030147842,3.451940008,4.454064467,3.512743125
New Zealand,2005,16.06245206,1.631623705,3.928702478,3.451940008,4.454064467,3.192504762
New Zealand,2006,16.06259143,1.65537827,3.928702478,3.451940008,4.454064467,3.192504762
New Zealand,2007,16.06260745,1.580779141,3.928702478,3.451940008,4.454064467,3.782930558
New Zealand,2008,12.491759,1.711555422,4.030147842,3.451940008,4.454064467,3.909018027
New Zealand,2009,12.491759,1.723732634,4.030147842,3.451940008,4.454064467,3.564174098
New Zealand,2010,16.06262798,1.727879795,4.030147842,3.451940008,4.454064467,3.909018027
New Zealand,2011,16.06271962,1.607497298,4.030147842,3.451940008,4.454064467,3.782930558
New Zealand,2012,16.06271962,1.607497298,4.030147842,3.451940008,4.454064467,3.782930558
New Zealand,2013,16.06281125,1.607497298,4.030147842,3.451940008,4.454064467,3.547250819
New Zealand,2014,16.06271504,1.702190264,4.030147842,3.451940008,4.454064467,3.439175846
New Zealand,2015,12.491759,1.723744611,4.030147842,3.451940008,4.454064467,3.510185517
New Zealand,2016,15.77904735,1.708718731,4.030147842,3.451940008,4.454064467,3.638490542
New Zealand,2017,15.78591983,,4.030147842,3.451940008,4.454064467,4.332311671
North Macedonia,1990,,,,,,
North Macedonia,1991,19.6330388,,1.778060771,,,
North Macedonia,1992,16.06220647,,2.513539657,,,
North Macedonia,1993,16.06212858,,2.513539657,,,
North Macedonia,1994,16.0622752,,1.460461548,3.451940008,,1.180124955
North Macedonia,1995,16.06237141,,1.460461548,3.451940008,,1.180124955
North Macedonia,1996,16.06199572,,2.888341444,3.451940008,,1.391752672
North Macedonia,1997,16.06202779,,2.888341444,3.451940008,,1.180124955
North Macedonia,1998,16.06202922,,4.030147842,3.451940008,,1.580883875
North Macedonia,1999,16.062263,,4.030147842,3.451940008,,1.65717335
North Macedonia,2000,16.06206149,,4.030147842,3.451940008,,1.65717335
North Macedonia,2001,16.06079074,,4.030147842,3.451940008,,1.65717335
North Macedonia,2002,16.06166584,,1.91046742,3.451940008,,2.459012137
North Macedonia,2003,16.06162918,1.425966698,1.91046742,3.451940008,,2.459012137
North Macedonia,2004,15.8007621,,2.012652261,3.451940008,,2.459012137
North Macedonia,2005,16.06214149,,2.012652261,3.451940008,,2.308612535
North Macedonia,2006,16.06221018,,4.030147842,3.451940008,,2.758924923
North Macedonia,2007,16.06215607,,4.030147842,3.451940008,,3.359636913
North Macedonia,2008,11.96940632,1.75672056,4.026836329,3.451940008,,3.431686895
North Macedonia,2009,12.491759,,4.026836329,3.451940008,,2.890453125
North Macedonia,2010,12.491759,,4.026836329,3.451940008,,3.809949301
North Macedonia,2011,12.491759,,4.026704746,3.451940008,,3.665849337
North Macedonia,2012,15.80131419,,4.026704746,3.451940008,,3.809949301
North Macedonia,2013,15.54032112,,4.026704746,3.451940008,,2.754440904
North Macedonia,2014,15.27887446,1.939838525,2.333807351,3.451940008,,2.718415913
North Macedonia,2015,11.96940632,1.913234396,2.534939445,3.451940008,,2.718415913
North Macedonia,2016,15.79325048,1.937754211,2.534939445,3.451940008,,3.881999283
North Macedonia,2017,15.7877525,,2.534939445,3.451940008,,4.260261689
Norway,1990,16.06258675,3.207783277,3.050035161,3.451940008,4.837849408,4.197269145
Norway,1991,16.06249741,3.206038678,3.050035161,3.451940008,4.837849408,4.107155477
Norway,1992,16.06263715,3.169552988,3.050035161,3.451940008,4.837849408,4.107155477
Norway,1993,16.06267151,3.163213135,3.162569977,3.451940008,4.837849408,4.431380397
Norway,1994,16.06277689,3.171935334,3.162569977,3.451940008,4.837849408,4.431380397
Norway,1995,16.06268011,3.230911503,3.162569977,3.451940008,4.837849408,4.310833757
Norway,1996,16.06268227,3.25744038,1.265830978,3.451940008,4.454064467,3.707453368
Norway,1997,16.06273665,3.306581812,2.606923426,3.451940008,4.070279527,4.161192964
Norway,1998,16.06273913,3.33119609,2.606923426,3.451940008,4.070279527,3.27413716
Norway,1999,16.06275187,3.352010203,2.606923426,3.451940008,4.070279527,4.040499609
Norway,2000,16.06263207,3.267657543,1.844035118,3.451940008,4.070279527,4.040499609
Norway,2001,16.06277231,3.343663649,4.020197459,3.451940008,4.070279527,4.040499609
Norway,2002,16.06269442,2.878863072,4.020197459,3.451940008,4.070279527,4.161192964
Norway,2003,16.06262009,2.942014865,4.020197459,3.451940008,4.070279527,4.161192964
Norway,2004,16.06277277,2.914342106,4.020197459,3.451940008,4.070279527,4.161192964
Norway,2005,16.0628058,2.899369385,4.030147842,3.451940008,4.070279527,4.187803645
Norway,2006,16.06280863,2.907859514,4.030147842,3.451940008,4.070279527,4.187803645
Norway,2007,16.06283187,2.978009842,4.030147842,3.451940008,4.070279527,4.29628668
Norway,2008,12.491759,3.030985125,4.030147842,3.451940008,4.070279527,4.29628668
Norway,2009,12.491759,2.999412395,4.030147842,3.451940008,4.070279527,4.666610344
Norway,2010,16.06285707,3.03568321,4.030147842,3.451940008,4.070279527,4.548708429
Norway,2011,16.06207819,3.031460702,4.030147842,3.451940008,4.070279527,4.548708429
Norway,2012,16.06290288,3.031460702,4.030147842,3.451940008,4.326136154,4.449392892
Norway,2013,16.06271962,3.031460702,4.030147842,3.451940008,4.454064467,4.356597661
Norway,2014,16.06287539,3.033786117,4.030147842,3.451940008,4.454064467,4.356597661
Norway,2015,12.491759,2.991296301,4.030147842,3.451940008,4.454064467,4.357984742
Norway,2016,16.0507615,3.00832719,4.030147842,3.451940008,4.454064467,4.073633065
Norway,2017,16.05030333,,4.030147842,3.451940008,4.454064467,4.611505352
Panama,1990,16.05763398,1.107488354,,1,1.767569882,1.504349875
Panama,1991,16.05763398,1.124676829,,1,1.767569882,1.504349875
Panama,1992,15.79645764,1.115251304,,1,1.767569882,1.504349875
Panama,1993,16.05763398,1.098885574,,1,1.767569882,1.504349875
Panama,1994,16.05763398,1.096933451,4.030147842,1,1.767569882,1.648449839
Panama,1995,16.05671765,1.10369011,4.030147842,1,1.767569882,1.648449839
Panama,1996,16.05891684,1.099836378,4.030147842,1,1.767569882,1.903331385
Panama,1997,16.05758816,1.100153313,4.030147842,1,1.767569882,1.648449839
Panama,1998,16.05836705,1.1012266,4.030147842,1,1.767569882,1.528819419
Panama,1999,16.05845868,1.10040543,4.030147842,1,1.767569882,2.071803084
Panama,2000,16.05809215,1.100595114,4.030147842,1,1.767569882,2.071803084
Panama,2001,16.05846965,1.100742382,4.030147842,1,1.767569882,2.071803084
Panama,2002,16.05892914,1.100580976,4.030147842,1,1.767569882,1.756524812
Panama,2003,16.05745071,1.100639491,4.030147842,1,1.767569882,1.756524812
Panama,2004,16.05800051,1.100654283,3.904652931,3.451940008,1.767569882,2.386962155
Panama,2005,16.05797133,1.100624916,3.904652931,3.451940008,1.767569882,2.189362662
Panama,2006,16.0580731,1.100639563,3.904652931,3.451940008,1.767569882,2.189362662
Panama,2007,16.05660311,1.100639587,3.904652931,3.451940008,1.767569882,2.386962155
Panama,2008,12.491759,,3.904652931,3.451940008,1.767569882,2.386962155
Panama,2009,12.491759,,4.028155859,3.451940008,1.767569882,2.121796699
Panama,2010,16.05323559,,4.028155859,3.451940008,1.767569882,1.648449839
Panama,2011,16.05337304,,4.028155859,3.451940008,1.767569882,1.648449839
Panama,2012,16.05525152,,4.028155859,3.451940008,1.767569882,1.648449839
Panama,2013,16.05525152,,4.028155859,3.451940008,1.767569882,2.287552921
Panama,2014,16.05640152,,4.028155859,3.451940008,1.767569882,2.7738903
Panama,2015,16.05791804,,4.028155859,3.451940008,1.767569882,2.729552602
Panama,2016,15.87757496,,4.028155859,3.451940008,1.767569882,2.785035856
Panama,2017,15.62006394,,4.028155859,3.451940008,1.767569882,2.531062119
Poland,1990,16.0617254,,,1,4.00631537,2.098762227
Poland,1991,16.061801,,1.262559495,1,4.070279527,1.747518564
Poland,1992,16.06176892,,1.919008344,1,4.070279527,1.747518564
Poland,1993,16.06187201,,1.396336861,3.451940008,4.070279527,2.053730988
Poland,1994,16.06188117,2.080347101,1.396336861,3.451940008,4.070279527,2.053730988
Poland,1995,16.06211949,2.078210712,1.23160275,3.451940008,4.070279527,1.838958799
Poland,1996,16.06209575,2.307137275,1.962955867,3.451940008,4.070279527,1.814684875
Poland,1997,16.06217657,2.372381846,2.878391062,3.451940008,4.070279527,2.053730988
Poland,1998,16.06091928,2.414589007,2.878391062,3.451940008,4.070279527,2.123310477
Poland,1999,16.06097729,3.116962804,2.878391062,3.451940008,3.046853018,2.175326028
Poland,2000,16.06054958,3.139034766,1.507725865,3.451940008,2.535139763,2.175326028
Poland,2001,16.06220124,3.073930909,1.629618052,3.451940008,2.343247293,2.499550947
Poland,2002,16.06227321,3.122257386,1.629618052,3.451940008,1.767569882,2.702180827
Poland,2003,16.06233797,2.602886907,1.455486357,3.451940008,1.767569882,2.702180827
Poland,2004,16.06237275,2.717985946,1.567428161,3.451940008,1.767569882,2.702180827
Poland,2005,16.06246628,2.76000398,1.286191654,3.451940008,1.863516117,2.064691161
Poland,2006,16.06254369,2.837890932,1.806099142,3.451940008,2.151354822,2.064691161
Poland,2007,16.06250117,2.843909213,4.030147842,3.451940008,2.151354822,2.720193322
Poland,2008,12.491759,2.879707308,4.030147842,3.451940008,2.151354822,2.720193322
Poland,2009,12.491759,2.954267362,4.030147842,3.451940008,2.151354822,2.743687047
Poland,2010,16.06262798,2.968674608,4.030147842,3.451940008,2.151354822,2.684168331
Poland,2011,16.06258217,2.922614987,2.975548766,3.451940008,2.151354822,2.702240427
Poland,2012,15.80149746,2.922614987,2.975548766,3.451940008,2.40721145,2.91030263
Poland,2013,15.80158909,2.922614987,2.975548766,3.451940008,2.535139763,2.972027751
Poland,2014,15.80162116,2.871154637,1.425682368,3.451940008,2.567121842,2.999046494
Poland,2015,16.06279292,2.823893791,1.425682368,3.451940008,2.918924704,3.139336875
Poland,2016,15.94400895,2.816876866,1.425682368,3.451940008,2.918924704,2.962484002
Poland,2017,15.93163848,,1.425682368,3.451940008,2.79099639,3.404668152
Portugal,1990,16.06235767,1.485753836,,,4.070279527,1.283696804
Portugal,1991,16.06241494,1.527077481,4.030147842,,4.070279527,1.666462334
Portugal,1992,16.06244014,1.535589916,4.030147842,,4.070279527,1.666462334
Portugal,1993,16.06244243,1.542987295,4.030147842,,4.070279527,1.666462334
Portugal,1994,16.06239661,1.50947993,4.030147842,,4.070279527,1.666462334
Portugal,1995,16.06126265,1.505261936,3.988060093,,3.750458743,2.185729138
Portugal,1996,16.06135828,1.560100732,3.988060093,,3.750458743,1.925651384
Portugal,1997,16.06140364,1.793010693,3.988060093,,4.070279527,2.053730988
Portugal,1998,16.06158963,1.767139089,3.988060093,,4.070279527,1.873635833
Portugal,1999,16.06178891,1.792228245,4.030147842,,4.070279527,2.119910784
Portugal,2000,16.06202249,1.8324352,4.030147842,,4.070279527,2.119910784
Portugal,2001,16.06260355,1.864687848,4.030147842,,3.686494586,2.119910784
Portugal,2002,16.0624661,1.88581922,3.234995213,,2.918924704,2.603112101
Portugal,2003,16.06193809,1.938122263,3.234995213,3.451940008,2.918924704,2.603112101
Portugal,2004,16.06231599,1.808031856,1.179151877,3.451940008,2.918924704,2.603112101
Portugal,2005,16.06255419,1.817346808,4.030147842,3.451940008,3.302709645,2.479731242
Portugal,2006,16.06249213,1.811411278,4.030147842,3.451940008,3.302709645,2.479731242
Portugal,2007,16.06233542,1.831204087,4.030147842,3.451940008,3.302709645,2.801249552
Portugal,2008,12.491759,1.991967769,4.030147842,3.451940008,3.302709645,2.801249552
Portugal,2009,12.491759,1.946924501,3.953343327,3.451940008,3.302709645,2.626116773
Portugal,2010,16.06258217,1.886994068,3.953343327,3.451940008,3.302709645,3.25723879
Portugal,2011,16.06262798,1.895974791,4.030147842,3.451940008,3.302709645,2.823365519
Portugal,2012,15.5402753,1.895974791,4.030147842,3.451940008,3.046853018,2.719334418
Portugal,2013,16.06253635,1.895974791,4.030147842,3.451940008,2.918924704,3.341660022
Portugal,2014,16.06272878,1.7167233,4.030147842,3.451940008,2.950906782,3.341660022
Portugal,2015,16.06268755,1.759317522,4.030147842,3.451940008,3.302709645,3.500309669
Portugal,2016,16.03289305,1.783650871,4.030147842,3.451940008,3.302709645,3.278376652
Portugal,2017,16.02831139,,4.030147842,3.451940008,3.302709645,4.017093
Romania,1990,14.49450194,1.997679876,2.432383366,1,2.918924704,1.207143698
Romania,1991,15.27797172,1.651080554,2.056190143,1,3.302709645,1.207143698
Romania,1992,16.061446,1.5759467,1.952947363,1,3.302709645,1.198137451
Romania,1993,16.06165097,1.64159665,1.952947363,1,3.302709645,1.198137451
Romania,1994,16.06156573,1.644502245,1.430610401,1,3.302709645,1.198137451
Romania,1995,16.06160206,1.859170244,1.165797708,1,3.302709645,1.237776861
Romania,1996,16.06166827,1.871246011,1.261395228,1,2.59910392,1.270187433
Romania,1997,16.06172706,1.782178787,1.261395228,1,2.535139763,1.540374866
Romania,1998,16.06198961,1.666121133,1.879398468,1,2.535139763,1.537200594
Romania,1999,15.80100875,1.688279299,1.305538316,1,2.535139763,1.963728111
Romania,2000,16.06198655,1.736842836,4.025172651,1,2.535139763,2.116834323
Romania,2001,16.0618943,2.157813816,4.025172651,1,2.40721145,2.116834323
Romania,2002,16.06194872,2.288007113,4.025172651,1,1.767569882,1.846587289
Romania,2003,16.06196861,2.420508184,4.025172651,3.451940008,1.99144443,1.846587289
Romania,2004,16.0620425,2.506247094,2.144550349,3.451940008,2.151354822,1.918637272
Romania,2005,16.06216416,2.5060937,2.144550349,3.451940008,2.151354822,1.892781559
Romania,2006,16.06220037,2.592744774,2.144550349,3.451940008,2.151354822,1.892781559
Romania,2007,16.0622434,2.736539831,1.957980676,3.451940008,2.151354822,1.918637272
Romania,2008,12.491759,2.450837327,1.296919904,3.451940008,2.151354822,1.918637272
Romania,2009,12.491759,2.398823881,2.277316881,3.451940008,2.151354822,1.454815512
Romania,2010,16.06226145,2.379902872,2.277316881,3.451940008,2.151354822,1.909631024
Romania,2011,16.0623989,2.492567146,2.277316881,3.451940008,2.151354822,2.03531884
Romania,2012,15.5400004,2.492567146,2.277316881,3.451940008,1.895498195,2.19923851
Romania,2013,16.06244472,2.492567146,1.44802357,3.451940008,1.767569882,2.03590968
Romania,2014,15.80125921,2.447341234,1.164437667,3.451940008,1.79955196,2.044915928
Romania,2015,15.80127296,2.505703091,1.420660018,3.451940008,2.151354822,2.054268946
